Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,time unit,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
39,1,Details about your symptoms,How fast was the onset?,onset_speed,hyperosmia,3,single choice,I have no memories of being able to smell,No_memories_of_any_smells,,,,,,37,1,,,
39,1,Details about your symptoms,How fast was the onset?,onset_speed,hyperosmia,4,single choice,Do not know ,do_not_know,,,,,,37,1,,,
40,1,Details about your symptoms,Have you ever noticed that your smell acuity return back to normal over a short or long period of time? ,symptoms_pattern_name,hyperosmia,1,single choice,Yes - my sense of smell fluctuates,fluctuating,,,,,,37,1,,,
40,1,Details about your symptoms,Have you ever noticed that your smell acuity return back to normal over a short or long period of time? ,symptoms_pattern_name,hyperosmia,2,single choice,No - my sense of smell is constantly impaired,constant,,,,,,37,1,,,
40,1,Details about your symptoms,Have you ever noticed that your smell acuity return back to normal over a short or long period of time? ,symptoms_pattern_name,hyperosmia,3,single choice,Do not know ,do_not_know,,,,,,37,1,,,
41,1,Details about your symptoms,How frequently does it fluctuate?,Unit_of_time,fluctuating hyperosmia,1,single choice,Hourly,hour,,,,,,40,1,,,
41,1,Details about your symptoms,How frequently does it fluctuate?,Unit_of_time,fluctuating hyperosmia,2,single choice,Daily,day,,,,,,40,1,,,
41,1,Details about your symptoms,How frequently does it fluctuate?,Unit_of_time,fluctuating hyperosmia,3,single choice,Weekly,week,,,,,,40,1,,,
41,1,Details about your symptoms,How frequently does it fluctuate?,Unit_of_time,fluctuating hyperosmia,4,single choice,Monthly,month,,,,,,40,1,,,
41,1,Details about your symptoms,How frequently does it fluctuate?,Unit_of_time,fluctuating hyperosmia,5,single choice,Yearly,year,,,,,,40,1,,,
41,1,Details about your symptoms,How frequently does it fluctuate?,Unit_of_time,fluctuating hyperosmia,6,single choice,Do not know ,do_not_know,,,,,,40,1,,,
41,1,Details about your symptoms,How frequently does it fluctuate?,Unit_of_time,fluctuating hyperosmia,7,single choice,It is irregular,irregular_fluctuation,,,,,,40,1,,,
42,1,Details about your symptoms,Does the increased sensitivity to smell occur on one or both sides of your nose? ,laterality,hyperosmia,1,single choice,Both sides,bilateral,,,,,,37,1,,,
42,1,Details about your symptoms,Does the increased sensitivity to smell occur on one or both sides of your nose? ,laterality,hyperosmia,2,single choice,Left side,unilateral_left,,,,,,37,1,,,
42,1,Details about your symptoms,Does the increased sensitivity to smell occur on one or both sides of your nose? ,laterality,hyperosmia,3,single choice,Right side,unilateral_right,,,,,,37,1,,,
42,1,Details about your symptoms,Does the increased sensitivity to smell occur on one or both sides of your nose? ,laterality,hyperosmia,4,single choice,Do not know ,do_not_know,,,,,,37,1,,,
43,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,hyperosmia,1,single choice,No change,no_change,,,,,,37,1,,,
43,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,hyperosmia,2,single choice,Better,better,,,,,,37,1,,,
43,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,hyperosmia,3,single choice,Worse,worse,,,,,,37,1,,,
43,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,hyperosmia,4,single choice,Do not know ,do_not_know,,,,,,37,1,,,
44,1,Details about your symptoms,How does this problem affect your quality of life?,effect_on_quality_of_life,hyperosmia,1,,Please use a scale ranging from 1 (not at all) to 10 (very badly):,integer,range,,1 10,,,37,1,,,
45,1,Details about your symptoms,What makes your increased sensitivity to smell worse? ,Exacerbating_factors,hyperosmia,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,37,1,,,
46,1,Details about your symptoms,What makes your increased sensitivity to smell better? ,Allievating_factors,hyperosmia,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,37,1,,,
47,4,Details about your symptoms,I am very sensitive to certain chemical odors and cannot tolerate them. This happens most of the time or everytime I am exposed to them. ,,Olfactory_intolerence,1,single choice,Yes,,,,,,,,,,,
47,4,Details about your symptoms,I am very sensitive to certain chemical odors and cannot tolerate them. This happens most of the time or everytime I am exposed to them. ,,Olfactory_intolerence,2,single choice,No,,,,,,,,,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,1,multiple choice,Nausea,nausea,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,2,multiple choice,Vomiting,vomiting,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,3,multiple choice,Nasal irritation,irritating,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,4,multiple choice,Headache,headache,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,5,multiple choice,Allergic reaction,allergic_reaction,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,1,multiple choice,Abdominal cramps,abdominal_cramps,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,2,multiple choice,Oral cavity swelling,angioedema_oral_cavity,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,3,multiple choice,Redness of the eye,conjunctival_erythema,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,4,multiple choice,Cough,cough,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,5,multiple choice,Diarrhea,diahrrea,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,6,multiple choice,Taste distortion,dysgeusia,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,7,multiple choice,Shortness of breath,dyspnea,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,8,multiple choice,Excessive secretion of tears,epiphora,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,9,multiple choice,Sensation of heat or warmth or facial redness,flushing_or_sensation_of_heat_or_warmth,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,10,multiple choice,Headache,headache,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,11,multiple choice,Loss of consciousness,loss_of_consciousness,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,12,multiple choice,Nausea,nausea,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,15,multiple choice,Itching,prurit,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,16,multiple choice,High-pitched breathing sound  with sensation of respiratory obstruction,stridor,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,17,multiple choice,Throat clearing,throat_clearing,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,18,multiple choice,Hives,urticaria,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,19,multiple choice,Uterine cramps,uterine_cramps,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,20,multiple choice,Vomiting,vomiting,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,21,multiple choice,Wheezing,wheezing,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,22,multiple choice,Other,other,,,,,,47,1,,,
48,1,Details about your symptoms,What happens when you smell them? ,quality_descriptor symptoms_and_signs,Olfactory_intolerence,23,multiple choice,None,none,,,,,,47,1,,,
49,1,Details about your symptoms,Please indicate other reactions that you might have experienced.,quality_descriptor symptoms_and_signs,Olfactory_intolerence other,1,,Please describe it here (if none please enter 0): ,,text,,,,,47,1,,,
50,1,Details about your symptoms,How frequently do you experience intolerance to chemicals?,Time,Olfactory_intolerence,1,,Please indicate a number and a time unit (e.g. 3 months or 15 minutes). I experience that every:,,integer_and_timeunit,second(s)**minutes(s)**hour(s)**day(s)**week(s)**month(s)**year(s),,,,47,1,,,
51,1,Details about your symptoms,How long ago did the intolerance to odors start? ,Onset_date,Olfactory_intolerence,1,,Please enter a number and a time unit (e.g. 2 years ago / 3 months ago):,,integer_and_timeunit,second(s)**minutes(s)**hour(s)**day(s)**week(s)**month(s)**year(s),,,,47,1,,,
52,1,Details about your symptoms,How fast was the onset?,onset_speed,Olfactory_intolerence,1,single choice,Progressively,progressive,,,,,,47,1,,,
52,1,Details about your symptoms,How fast was the onset?,onset_speed,Olfactory_intolerence,2,single choice,Suddenly,sudden,,,,,,47,1,,,
52,1,Details about your symptoms,How fast was the onset?,onset_speed,Olfactory_intolerence,3,single choice,I have no memories of being able to smell,No_memories_of_any_smells,,,,,,47,1,,,
52,1,Details about your symptoms,How fast was the onset?,onset_speed,Olfactory_intolerence,4,single choice,Do not know ,do_not_know,,,,,,47,1,,,
53,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,Olfactory_intolerence,1,single choice,No change,no_change,,,,,,47,1,,,
53,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,Olfactory_intolerence,2,single choice,Better,better,,,,,,47,1,,,
53,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,Olfactory_intolerence,3,single choice,Worse,worse,,,,,,47,1,,,
53,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,Olfactory_intolerence,4,single choice,Do not know ,do_not_know,,,,,,47,1,,,
54,1,Details about your symptoms,How does this problem affect your quality of life?,effect_on_quality_of_life,Olfactory_intolerence,1,,Please use a scale ranging from 1 (not at all) to 10 (very badly):,integer,range,,1 10,,,47,1,,,
55,1,Details about your symptoms,What makes your intolerance to these odors worse? ,Exacerbating_factors,Olfactory_intolerence,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,47,1,,,
56,1,Details about your symptoms,What makes your intolerance to these odors better? ,Allievating_factors,Olfactory_intolerence,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,47,1,,,
57,1,Details about your symptoms,What chemicals are you sensitive to? ,,Olfactory_intolerence triggers,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,47,1,,,
58,5,Details about your symptoms,Certain odors smell different than what they should. ,,parosmia,1,single choice,Yes,,,,,,,,,,,
58,5,Details about your symptoms,Certain odors smell different than what they should. ,,parosmia,2,single choice,No,,,,,,,,,,,
59,1,Details about your symptoms,What type of odors smell different (e.g. coffee)?,,parosmia original_smell,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,58,1,,,
60,1,Details about your symptoms,How pleasant are the distorted odors? ,,parosmia pleasantness,1,,Please use a scale ranging from 1 (very unpleasant) to 10 (very pleasant):,,range,,1 10,,,58,1,,,
61,1,Details about your symptoms,How intense are the distorted odors?,,parosmia intensity,1,,Please use a scale ranging from 1 (very weak) to 10 (very intense):,,range,,1 10,,,58,1,,,
62,1,Details about your symptoms,How familiar are the distorted odors?,,parosmia familiarity,1,,Please use a scale ranging from 1 (very unfamiliar) to 10 (very familiar):,,range,,1 10,,,58,1,,,
63,1,Details about your symptoms,Please describe how the distorted odor smells like (e.g. burnt or smoke),quality_descriptor ,parosmia,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,58,1,,,
64,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,1,multiple choice,6 AM and 9 AM,6am9am,,,,,,58,1,,,
64,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,2,multiple choice,9 AM and 12 PM,9am12pm,,,,,,58,1,,,
64,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,3,multiple choice,12 PM and 3 PM,12pm3pm,,,,,,58,1,,,
64,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,4,multiple choice,3 PM and 6 PM,3pm6pm,,,,,,58,1,,,
64,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,5,multiple choice,6 PM and 9 PM,6pm9pm,,,,,,58,1,,,
64,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,6,multiple choice,9 PM and 12 AM,9pm12am,,,,,,58,1,,,
64,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,7,multiple choice,12 AM and  3 AM,12am3am,,,,,,58,1,,,
64,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,8,multiple choice,3 AM and 6 AM,3am6am,,,,,,58,1,,,
64,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,9,multiple choice,I do not know ,do_not_know,,,,,,58,1,,,
65,1,Details about your symptoms,How frequently do you experience distorted smell ?,Time,parosmia,1,,Please indicate a number and a time unit (e.g. 3 months or 15 minutes). I experience that every:,,integer_and_timeunit,second(s)**minutes(s)**hour(s)**day(s)**week(s)**month(s)**year(s),,,,58,1,,,
66,1,Details about your symptoms,How long ago did this problem start? ,Onset_date,parosmia,1,,Please enter a number and a time unit (e.g. 2 years ago / 3 months ago):,,integer_and_timeunit,second(s)**minutes(s)**hour(s)**day(s)**week(s)**month(s)**year(s),,,,58,1,,,
67,1,Details about your symptoms,How fast was the onset?,onset_speed,parosmia,1,single choice,Progressively,progressive,,,,,,58,1,,,
67,1,Details about your symptoms,How fast was the onset?,onset_speed,parosmia,2,single choice,Suddenly,sudden,,,,,,58,1,,,
67,1,Details about your symptoms,How fast was the onset?,onset_speed,parosmia,3,single choice,I have no memories of being able to smell,No_memories_of_any_smells,,,,,,58,1,,,
67,1,Details about your symptoms,How fast was the onset?,onset_speed,parosmia,4,single choice,Do not know ,do_not_know,,,,,,58,1,,,
68,1,Details about your symptoms,Do you have distortion of smell in one or both sides of your nose? ,laterality,parosmia,1,single choice,Both sides,bilateral,,,,,,58,1,,,
