Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,6,multiple choice,taste distortion,dysgeusia,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,7,multiple choice,shortness of breath,dyspnea,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,8,multiple choice,excessive secretion of tears,epiphora,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,9,multiple choice,sensation of heat or warmth or facial redness,flushing_or_sensation_of_heat_or_warmth,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,10,multiple choice,headache,headache,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,11,multiple choice,loss of consciousness,loss_of_consciousness,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,12,multiple choice,nausea,nausea,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,15,multiple choice,Itching,prurit,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,16,multiple choice,high-pitched breathing sound  with sensation of respiratory obstruction,stridor,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,17,multiple choice,throat clearing,throat_clearing,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,18,multiple choice,hives,urticaria,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,19,multiple choice,uterine cramps,uterine_cramps,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,20,multiple choice,vomiting,vomiting,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,21,multiple choice,wheezing,wheezing,,,,,44,5,,,
46,1,History of illness ,What type of allergic reaction? ,allergic_reaction ,Olfactory_intolerence,22,multiple choice,other,,,,,,44,5,,,
47,1,History of illness ,Please describe what other allergic reaction happened when you smell them? ,allergic_reaction ,Olfactory_intolerence other,1,,Type here:,,text,,,,46,22,,,
48,5,History of illness ,Certain odors smell different than what they should. ,,parosmia,1,single choice,yes,,,,,,,,,,
48,5,History of illness ,Certain odors smell different than what they should. ,,parosmia,2,single choice,no,,,,,,,,,,
49,1,History of illness ,Please describe how they smell like originally (e.g. coffee or orange),,parosmia original_smell,1,,Type here:,,text,,,,48,1,,,
50,1,History of illness ,How pleasant are the distorted smells ? ,,parosmia pleasantness,1,,Please use a scale ranging from 1 (very unpleasant) to 10 (very pleasant):,,range,10-Jan,,,48,1,,,
51,1,History of illness ,How intense are the distorted smell?,,parosmia intensity,1,,Please use a scale ranging from 1 (very weak) to 10 (very intense):,,range,10-Jan,,,48,1,,,
52,1,History of illness ,How familiar the distorted odors smells like?,,parosmia familiarity,1,,Please use a scale ranging from 1 (very unfamiliar) to 10 (very familiar):,,range,10-Jan,,,48,1,,,
53,1,History of illness ,Please describe how the distorted odor smells like (e.g. burnt or smoke),quality_descriptor ,parosmia,1,,Type here:,,text,,,,48,1,,,
54,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,1,multiple choice,6 AM and 9 AM,6am9am,,,,,48,1,,,
54,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,2,multiple choice,9 AM and 12 PM,9am12pm,,,,,48,1,,,
54,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,3,multiple choice,12 PM and  3 PM,12pm3pm,,,,,48,1,,,
54,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,4,multiple choice,3 PM and 6 PM,3pm6pm,,,,,48,1,,,
54,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,5,multiple choice,6 PM and 9 PM,6pm9pm,,,,,48,1,,,
54,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,6,multiple choice,9 PM and 12 AM,9pm12am,,,,,48,1,,,
54,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,7,multiple choice,12 AM and  3 AM,12am3am,,,,,48,1,,,
54,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,8,multiple choice,3 AM and 6 AM,3am6am,,,,,48,1,,,
54,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parosmia,9,multiple choice,I Do not know ,do_not_know,,,,,48,1,,,
55,1,History of illness ,How frequently do you experience distorted smell ?,Time,parosmia,1,,Please indicate a number and a time unit:,,integer_and_timeunit,,,,48,1,,,
56,1,History of illness ,When did this problem start? ,Onset_date,parosmia,1,,It approximately started on:,DateTime,datetime,,,,48,1,,,
57,1,History of illness ,How fast was the onset ?,onset_speed,parosmia,1,single choice,progressively,progressive,,,,,48,1,,,
57,1,History of illness ,How fast was the onset ?,onset_speed,parosmia,2,single choice,suddenly,sudden,,,,,48,1,,,
57,1,History of illness ,How fast was the onset ?,onset_speed,parosmia,3,single choice,I have no memories about any smells,No_memories_of_any_smells,,,,,48,1,,,
57,1,History of illness ,How fast was the onset ?,onset_speed,parosmia,4,single choice,Do not know ,do_not_know,,,,,48,1,,,
58,1,History of illness ,Do you have distorsion of smell in one or both side of the nose? ,laterality,parosmia,1,single choice,Both side,bilateral,,,,,48,1,,,
58,1,History of illness ,Do you have distorsion of smell in one or both side of the nose? ,laterality,parosmia,2,single choice,Left side,unilateral_left,,,,,48,1,,,
58,1,History of illness ,Do you have distorsion of smell in one or both side of the nose? ,laterality,parosmia,3,single choice,Right side,unilateral_right,,,,,48,1,,,
58,1,History of illness ,Do you have distorsion of smell in one or both side of the nose? ,laterality,parosmia,4,single choice,Do not know ,do_not_know,,,,,48,1,,,
59,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parosmia,1,single choice,No change,no_change,,,,,48,1,,,
59,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parosmia,2,single choice,Better,better,,,,,48,1,,,
59,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parosmia,3,single choice,Worse,worse,,,,,48,1,,,
59,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parosmia,4,single choice,Do not know ,do_not_know,,,,,48,1,,,
60,1,History of illness ,How does this problem affect your quality of life?,effect_on_quality_of_life,parosmia,1,,Please use a scale ranging from 1 (Not at all) to 10 (very badly):,integer,range,10-Jan,,,48,1,,,
61,1,History of illness ,What makes your condition worse? ,Exacerbating_factors,parosmia,1,,Type here:,,text,,,,48,1,,,
62,1,History of illness ,What makes your condition better? ,Allievating_factors,parosmia,1,,Type here:,,text,,,,48,1,,,
63,6,History of illness ,Sometimes I suddenly smell a strange odor whether or not I am trying to smell something.,,phantosmia,1,single choice,yes,,,,,,,,,,
63,6,History of illness ,Sometimes I suddenly smell a strange odor whether or not I am trying to smell something.,,phantosmia,1,single choice,no,,,,,,,,,,
64,1,History of illness ,How pleasant are the strange smells? ,,phantosmia pleasantness,1,,Please use a scale ranging from 1 (very unpleasant) to 10 (very pleasant):,,range,10-Jan,,,63,1,,,
65,1,History of illness ,How intense are the strange smells?,,phantosmia intensity,1,,Please use a scale ranging from 1 (very weak) to 10 (very intense):,,range,10-Jan,,,63,1,,,
66,1,History of illness ,How familiar is the strange odors smells like?,,phantosmia familiarity,1,,Please use a scale ranging from 1 (very unfamiliar) to 10 (very familiar):,,range,10-Jan,,,63,1,,,
67,1,History of illness ,Please describe how the strange odor smells like (e.g. burnt or smoke),quality_descriptor ,phantosmia,1,,Type here:,,text,,,,63,1,,,
68,1,History of illness ,I am experiencing strange smells during the day especially between (check all that apply):,period_of_the_day ,phantosmia,1,multiple choice,6 AM and 9 AM,6am9am,,,,,63,1,,,
68,1,History of illness ,I am experiencing strange smells during the day especially between (check all that apply):,period_of_the_day ,phantosmia,2,multiple choice,9 AM and 12 PM,9am12pm,,,,,63,1,,,
68,1,History of illness ,I am experiencing strange smells during the day especially between (check all that apply):,period_of_the_day ,phantosmia,3,multiple choice,12 PM and  3 PM,12pm3pm,,,,,63,1,,,
68,1,History of illness ,I am experiencing strange smells during the day especially between (check all that apply):,period_of_the_day ,phantosmia,4,multiple choice,3 PM and 6 PM,3pm6pm,,,,,63,1,,,
68,1,History of illness ,I am experiencing strange smells during the day especially between (check all that apply):,period_of_the_day ,phantosmia,5,multiple choice,6 PM and 9 PM,6pm9pm,,,,,63,1,,,
68,1,History of illness ,I am experiencing strange smells during the day especially between (check all that apply):,period_of_the_day ,phantosmia,6,multiple choice,9 PM and 12 AM,9pm12am,,,,,63,1,,,
68,1,History of illness ,I am experiencing strange smells during the day especially between (check all that apply):,period_of_the_day ,phantosmia,7,multiple choice,12 AM and  3 AM,12am3am,,,,,63,1,,,
68,1,History of illness ,I am experiencing strange smells during the day especially between (check all that apply):,period_of_the_day ,phantosmia,8,multiple choice,3 AM and 6 AM,3am6am,,,,,63,1,,,
68,1,History of illness ,I am experiencing strange smells during the day especially between (check all that apply):,period_of_the_day ,phantosmia,9,multiple choice,I Do not know ,do_not_know,,,,,63,1,,,
69,1,History of illness ,How frequently do you experience this strange smell ? ,Time,phantosmia,1,,Please indicate a number and a time unit:,,integer_and_timeunit,,,,63,1,,,
70,1,History of illness ,When did this problem start? ,Onset_date,phantosmia,1,,It approximately started on:,DateTime,datetime,,,,63,1,,,
71,1,History of illness ,How fast was the onset ?,onset_speed,phantosmia,1,single choice,progressively,progressive,,,,,63,1,,,
71,1,History of illness ,How fast was the onset ?,onset_speed,phantosmia,2,single choice,suddenly,sudden,,,,,63,1,,,
71,1,History of illness ,How fast was the onset ?,onset_speed,phantosmia,3,single choice,I have no memories about any smells,No_memories_of_any_smells,,,,,63,1,,,
71,1,History of illness ,How fast was the onset ?,onset_speed,phantosmia,4,single choice,Do not know ,do_not_know,,,,,63,1,,,
72,1,History of illness ,Do you experience strange smell in one or both side of the nose? ,laterality,phantosmia,1,single choice,Both side,bilateral,,,,,63,1,,,
72,1,History of illness ,Do you experience strange smell in one or both side of the nose? ,laterality,phantosmia,2,single choice,Left side,unilateral_left,,,,,63,1,,,
72,1,History of illness ,Do you experience strange smell in one or both side of the nose? ,laterality,phantosmia,3,single choice,Right side,unilateral_right,,,,,63,1,,,
72,1,History of illness ,Do you experience strange smell in one or both side of the nose? ,laterality,phantosmia,4,single choice,Do not know ,do_not_know,,,,,63,1,,,
73,1,History of illness ,How has the situation changed since the beginning ?,Evolution,phantosmia,1,single choice,No change,no_change,,,,,63,1,,,
73,1,History of illness ,How has the situation changed since the beginning ?,Evolution,phantosmia,2,single choice,Better,better,,,,,63,1,,,
73,1,History of illness ,How has the situation changed since the beginning ?,Evolution,phantosmia,3,single choice,Worse,worse,,,,,63,1,,,
73,1,History of illness ,How has the situation changed since the beginning ?,Evolution,phantosmia,4,single choice,Do not know ,do_not_know,,,,,63,1,,,
74,1,History of illness ,How does this problem affect your quality of life?,effect_on_quality_of_life,phantosmia,1,,Please use a scale ranging from 1 (Not at all) to 10 (very badly):,integer,range,10-Jan,,,63,1,,,
75,1,History of illness ,What makes your condition worse? ,Exacerbating_factors,phantosmia,1,,Type here:,,text,,,,,,,,
76,1,History of illness ,What makes your condition better? ,Allievating_factors,phantosmia,1,,Type here:,,text,,,,,,,,
77,7,History of illness ,I extremely fear that my my body smells unpleasant or fool.  ,,autodysomophobia,1,single choice,yes,,,,,,,,,,
77,7,History of illness ,I extremely fear that my my body smells unpleasant or fool.  ,,autodysomophobia,2,single choice,no,,,,,,,,,,
78,1,History of illness ,When did this problem start? ,Onset_date,autodysomophobia,1,,It approximately started on:,DateTime,datetime,,,,77,1,,,
79,8,History of illness ,I have another type of complain about my sense of smell: ,,other_symptom orthonasal_smell,1,single choice,yes,,,,,,,,,,
79,8,History of illness ,I have another type of complain about my sense of smell: ,,other_symptom orthonasal_smell,2,single choice,no,,,,,,,,,,
80,1,History of illness ,Please describe your problem:,,other_symptom orthonasal_smell description_of_unknown_issues,1,,Type here:,,text,,,,79,1,,,
81,9,History of illness ,My ability to detect salty - sweet - sour - bitter tastes is normal.,symptoms ,retronasal_smell taste,1,single choice,yes,,,,,,,,,,
81,9,History of illness ,My ability to detect salty - sweet - sour - bitter tastes is normal.,symptoms ,retronasal_smell taste,2,single choice,no,,,,,,,,,,
82,10,History of illness ,I cannot taste anything except food or beverage that are salty - sweet -  sour - bitter.,symptoms ,retronasal_smell taste,1,single choice,yes,,,,,,,,,,
82,10,History of illness ,I cannot taste anything except food or beverage that are salty - sweet -  sour - bitter.,symptoms ,retronasal_smell taste,2,single choice,no,,,,,,,,,,
83,11,History of illness ,We use the word aromas for the tastes that are not salty - sweet - bitter or sour (e.g. chocolate - fish). Do some or all aromas taste different than what they should ?,,retronasal_smell parageusia,1,single choice,yes,,,,,,,,,,
83,11,History of illness ,We use the word aromas for the tastes that are not salty - sweet - bitter or sour (e.g. chocolate - fish). Do some or all aromas taste different than what they should ?,,retronasal_smell parageusia,2,single choice,no,,,,,,,,,,
